,Control_0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,Control_21,Control_22,Control_23,Control_24,Control_25,Control_26,Control_27,Control_28,Control_29,Control_30,Control_31,Control_32,Control_33,Control_34,Control_35,Control_36,Control_37,Control_38,Control_39,Control_40,Control_41,Control_42,Control_43,Control_44,Control_45,Control_46,Control_47,Control_48,Control_49,AD_0,AD_1,AD_2,AD_3,AD_4,AD_5,AD_6,AD_7,AD_8,AD_9,AD_10,AD_11,AD_12,AD_13,AD_14,AD_15,AD_16,AD_17,AD_18,AD_19,AD_20,AD_21,AD_22,AD_23,AD_24,AD_25,AD_26,AD_27,AD_28,AD_29,AD_30,AD_31,AD_32,AD_33,AD_34,AD_35,AD_36,AD_37,AD_38,AD_39,AD_40,AD_41,AD_42,AD_43,AD_44,AD_45,AD_46,AD_47,AD_48,AD_49
IMP3,3260.980801,3274.266926,3247.835814,3265.621575,3269.977341,3261.31106,3267.773172,3270.335984,3253.579626,3252.257636,3250.366241,3257.259502,3261.91097,3254.166427,3259.963046,3251.509393,3249.765818,3247.047722,3253.896124,3259.767887,3258.142215,3252.166337,3257.282123,3245.444747,3256.559241,3243.254716,3259.768715,3263.699088,3260.925572,3261.707733,3269.102824,3253.626928,3262.93112,3266.956454,3252.012648,3271.790818,3251.568988,3251.274892,3263.611435,3274.449552,3256.333103,3254.551528,3257.231777,3262.211374,3254.404242,3246.279402,3245.475798,3251.053271,3246.907857,3262.943668,3251.992958,3248.179405,3256.22332,3249.062468,3267.526346,3255.866015,3249.599482,3261.030544,3259.339719,3252.917855,3250.560807,3254.363221,3269.787576,3254.410229,3254.201879,3252.297462,3252.985667,3251.680761,3249.755641,3260.608223,3263.609674,3244.602491,3258.88226,3257.09882,3253.246461,3256.04682,3249.011165,3264.561705,3254.294285,3265.516353,3256.832318,3259.087826,3252.660568,3252.828483,3260.783008,3254.821859,3253.838219,3265.879908,3246.828857,3277.48142,3256.694494,3265.70767,3246.153807,3248.16929,3245.10503,3255.102345,3254.819489,3241.506026,3248.712476,3270.814288
IMP4,887.2017129,893.5504586,880.6642554,890.3857068,888.4288821,884.0961648,887.9575138,890.1145062,886.3749564,885.9901531,882.7324888,890.1474668,883.0555192,888.8576506,886.3508634,883.7954903,878.5171828,878.6746885,882.5715162,889.3216906,883.2190513,884.0137858,883.3467262,883.9126688,886.6618093,880.1902829,885.446647,884.3499026,886.5216885,884.4527394,889.2435689,885.4962464,886.4589086,889.6417569,886.5367678,883.1858623,884.6653037,882.5411508,882.0899703,886.8509977,880.8228926,886.1602701,882.3062984,881.4771406,883.0068069,886.1357667,880.3971857,885.6877654,879.4966131,882.3925922,886.7295358,880.3717211,885.4733557,879.6884436,884.6112169,881.664536,883.084211,888.1204221,889.1098431,883.1584499,876.5997061,882.5575987,888.2933781,883.4997057,883.5526793,884.8659137,886.9753164,884.3274922,880.5936515,886.0483755,892.2961998,879.5805383,883.9030716,879.7999989,881.8844077,880.5706711,882.0823113,887.7066696,884.9960576,885.4810176,884.1524204,877.5426225,888.1381745,879.5541631,883.5319443,882.2157078,877.8938967,885.3192752,880.5944686,887.7544926,886.1771781,885.6241232,880.603617,879.3478614,881.3004056,884.3524035,888.6908439,879.779459,884.1037724,889.9365173
IMPA1,1528.662086,1536.833353,1540.340851,1517.84449,1538.756399,1534.581395,1529.457157,1528.388662,1526.021021,1540.967366,1550.984385,1541.455002,1530.757508,1542.071463,1536.848611,1533.637514,1560.74088,1534.480099,1528.278228,1534.49322,1523.549386,1548.772312,1528.586913,1542.181225,1535.734886,1547.858733,1543.451001,1533.502672,1527.810289,1535.12812,1525.940094,1536.904154,1534.215725,1516.403987,1538.396278,1516.425115,1537.219102,1536.739743,1534.68634,1513.977454,1514.231145,1545.940905,1519.057705,1518.474966,1543.762854,1526.24258,1553.127192,1552.42227,1542.780077,1528.782908,1545.74717,1547.059617,1510.734863,1551.75805,1537.914378,1547.36352,1525.598658,1526.406514,1542.580927,1537.707984,1538.745282,1537.104485,1531.746622,1542.901243,1521.070187,1537.102426,1526.32467,1521.117314,1545.108114,1538.403326,1539.480926,1549.484158,1529.13892,1531.712249,1521.122938,1541.328182,1520.185643,1540.944658,1539.716076,1526.281372,1538.394373,1544.673754,1538.679079,1529.31929,1545.0463,1515.44814,1538.574985,1547.495294,1529.273157,1508.781445,1545.313352,1533.355272,1540.622757,1532.088213,1530.73186,1522.253354,1542.030925,1549.128641,1529.868169,1524.001481
IMPA2,233.9258196,234.1827283,231.2900416,233.6852533,233.210755,237.0951159,232.6742594,236.2337754,231.6193308,234.8173682,232.3220098,230.5768415,231.7497879,233.1241918,232.8678409,229.6160929,230.8408678,233.1946251,234.7839539,234.7071914,233.0481584,232.5537931,233.7812712,230.1472781,233.9349197,232.2117221,231.6672575,236.8742082,234.7926009,233.2689449,232.5889008,234.4840611,231.7304833,235.5703874,235.3513384,232.5291975,232.6962419,231.500602,233.2390846,234.8386023,234.0584273,233.1537554,235.2943803,233.4822096,234.7893234,233.8898459,231.2310164,231.2375937,233.1530602,235.435933,231.2752306,231.6171918,233.7266977,234.0520499,236.1959693,234.7025848,234.1665686,229.5589047,231.4660324,235.5254302,232.4533831,233.5197314,233.4634864,232.9282624,235.5119666,234.3674418,230.8561389,235.4456469,231.8225537,232.3755563,233.6698806,234.5822903,235.712404,235.4296598,232.5279108,235.4372405,233.7863724,233.285244,234.7849405,234.1321855,230.0880842,237.8369863,232.2926468,234.5001662,234.8020313,232.0227586,233.6371534,234.2492913,235.2666803,235.1533888,232.5330783,235.5687637,232.5901458,233.5463292,231.9021716,234.4336927,231.2172975,231.0631483,232.3491055,231.2412067
IMPACT,14.72429882,14.55998418,14.87693352,14.80139779,14.83131805,14.7974881,14.91214095,14.66414081,14.9618575,14.84309118,14.69010589,14.74380547,14.75067752,14.63472481,14.63567043,14.8674089,14.83212838,14.75029853,14.82627379,14.84792403,14.82312639,15.00765115,14.75901924,14.74178808,15.04815431,14.77385488,14.76242764,14.6623088,14.77870694,14.98365434,14.93133689,14.75447214,14.92638396,15.00575906,14.56790698,14.92532814,14.77090281,14.80456568,15.06509314,14.89696067,14.81521106,14.95893973,15.06477746,15.03092016,14.62171777,14.78389512,14.72501229,14.7980486,14.98229976,14.97226123,14.9205823,14.858889,14.9602952,14.62856599,14.51192822,14.98468836,15.01359692,14.88607798,14.88738917,15.07759905,15.16773019,14.76579728,14.79576391,14.905531,14.91546517,14.73979906,14.79974244,14.89745984,14.95813072,14.64788732,14.80318578,14.85628061,14.64115108,15.01132591,15.35804365,14.84824187,15.22788132,14.85759232,14.88483282,14.727461,14.97204394,15.08521766,14.68973532,14.76255775,14.71051768,15.27247175,14.65140427,14.70848693,14.70275318,15.16809277,14.7573852,14.70927731,15.06950659,14.92705844,15.16813535,15.11653827,14.87143568,14.78956332,15.12872596,14.68488903
IMPAD1,298.3549077,297.7467901,297.1514974,298.4062432,297.5852435,297.6691533,298.8042653,298.2196384,298.9829568,298.5160575,297.6059294,296.6650003,300.0038343,296.9080098,296.8983384,299.0799216,295.3781042,298.8408787,299.1092908,298.3507844,298.3641171,297.7487625,298.9060232,296.3609555,298.2705466,296.5854045,298.469113,298.4166774,299.1521032,297.5293733,298.100252,298.3408328,298.624048,298.7170185,298.3039342,301.3808236,296.986017,298.5763731,299.2082766,300.5485261,299.8632212,298.2125946,299.8967976,300.4975907,297.7759196,299.1324914,296.3237606,296.4398128,297.0950601,299.9935242,296.7022189,298.8118307,300.5776469,296.8860171,297.9573603,297.7466452,299.6944488,298.6428813,296.6722586,298.6235694,298.7856398,297.9009067,298.8555122,298.1797758,300.3622213,299.4850037,298.5012656,299.5326323,298.4093152,298.454078,296.475463,296.6417433,298.3897005,299.4573005,298.1064447,299.5307826,298.9388044,297.519743,298.4318609,299.8309818,297.7517363,299.2344224,295.514323,297.7886753,297.5486276,300.5509682,297.7917122,297.2113498,299.3341563,300.4555225,296.8504577,298.5728049,297.9315957,298.0000752,299.0522859,299.5245424,297.1348894,298.2834609,297.7926208,297.9251958
IMPDH1,386.7469664,385.2776352,384.706802,386.9882723,384.5074457,385.6388049,385.2183043,386.1779627,384.4376629,383.2843879,383.5921632,383.1015785,386.5983699,385.129443,384.6620976,386.6433666,381.7341459,384.9647582,386.6422662,385.0922161,384.9482857,382.0949023,385.924565,383.7914794,383.4887874,381.7784113,383.6732568,383.9403628,383.3943162,385.8119454,385.7189782,384.7837304,386.1431266,387.2680299,384.9180162,387.5008695,386.1463716,385.0435375,387.7666563,386.1961787,386.2281285,383.2039357,385.4415591,388.4318373,383.3611812,386.3116704,384.4685966,384.5746283,384.4227419,385.1177534,384.132552,384.4118193,386.2759975,383.7996999,383.6627632,384.9521685,386.5047567,384.45122,383.0873335,384.1659753,386.1227342,385.9573122,384.8014405,382.4235738,384.4019198,384.5338719,385.8972272,387.7145925,384.9499037,380.5577294,382.5884248,383.6430171,385.2134779,383.5033692,388.0880037,382.9506151,387.115293,384.0538534,384.8279661,386.3224524,383.9709254,384.4550058,383.2862037,385.8882326,383.2006244,387.9993103,385.4465908,382.9132304,386.6380843,389.0372722,382.3469778,385.1061117,385.3809948,387.1448045,385.7952971,384.2590585,384.9670126,383.8090729,386.9168374,386.7066477
IMPDH2,1291.692098,1295.907427,1293.356013,1294.967429,1293.983196,1293.912819,1296.863583,1298.000101,1296.41663,1297.807232,1290.879469,1297.142222,1292.157621,1294.502745,1296.558115,1291.492191,1289.99551,1293.570688,1297.126802,1298.41375,1294.750676,1298.708017,1296.454195,1292.977117,1300.064677,1295.16551,1294.001914,1300.574423,1298.030383,1295.188377,1297.865893,1300.185412,1292.615496,1299.132401,1299.698697,1294.939376,1293.036087,1294.384466,1293.271545,1294.487247,1299.30556,1297.976859,1300.195926,1292.54522,1294.490971,1295.101553,1291.550434,1291.009309,1296.175547,1296.707391,1295.142673,1292.27774,1298.402183,1292.020385,1296.575067,1293.259712,1297.410259,1296.917937,1298.573404,1300.715119,1290.552843,1293.662487,1296.055604,1297.783651,1299.446023,1297.678555,1293.973176,1297.604914,1293.024146,1296.89015,1299.228296,1294.433965,1296.18931,1296.408316,1292.86339,1297.196822,1297.700874,1294.083841,1297.299924,1296.043989,1295.312399,1294.319272,1295.691463,1295.301678,1294.59001,1294.823724,1291.910779,1292.815409,1295.78915,1298.112413,1295.198469,1293.801872,1293.319611,1292.787818,1294.042044,1302.552709,1294.341556,1291.025905,1293.574981,1296.926957
IMPG1,23.80884436,23.64985436,23.40154679,23.78112628,23.70050733,23.86356686,23.68497533,23.56734334,23.75744273,23.79422372,23.85312092,23.62796527,23.64019264,23.56452111,23.43091753,23.47580105,23.79484386,23.62913854,23.4961706,23.5589283,23.85124075,23.7122021,23.56813357,23.54856527,23.61399817,23.66182519,23.68792265,23.57773343,23.89799705,23.55580685,23.51341846,23.36567402,23.67526529,23.46625534,23.42107243,23.59052321,23.39096146,23.48481337,23.3581663,24.24527446,23.37515067,23.69168267,23.57565607,23.73570037,23.99447261,23.7396092,23.3038937,23.51122839,23.42351656,23.84486588,23.38833419,23.56228266,23.79655433,23.67908773,23.62205108,23.71249247,23.61189132,23.49692115,23.45327429,23.53118511,23.5455846,23.38816695,23.82770767,23.73943051,23.9279146,23.58368226,23.6269742,23.39373794,23.38290766,24.08970586,23.80019949,23.56400858,23.68679724,23.94156053,23.55449249,24.02646904,23.49178971,23.95537682,23.49939364,23.62071499,23.69357679,23.88489109,23.6428763,23.46256889,23.90254858,23.5890304,23.60949408,24.00928487,23.57955241,23.46782197,23.72250289,23.82914279,23.57121181,23.41331562,23.7398255,23.56218877,23.47536262,23.82881685,23.6484866,23.26583986
IMPG2,26.02429971,25.94119067,25.37251806,26.11959807,25.837049,26.17856271,25.26019368,25.88800287,25.19232184,25.32468204,25.34631269,25.57073428,24.64604502,26.05522552,25.53237177,25.03796651,25.50904485,24.80325229,25.14120648,25.72030899,25.30075921,24.97198038,25.02369941,25.6199415,25.37056626,25.17552513,24.96195267,25.01508475,25.09268161,25.75535868,25.60602582,25.08459712,25.52659188,26.10566835,25.18198364,24.31001415,26.01746183,24.91486692,25.31968585,25.19435146,24.50234404,25.19843898,24.89735376,25.0967992,25.26319548,25.60466245,25.50488149,26.03859963,25.36876119,24.88469009,25.84414243,24.79273364,24.91902165,25.42128284,25.20292762,25.70752641,25.1556978,24.93081464,25.60593824,25.18912742,25.23717422,25.50881735,25.2577142,24.86830662,24.73019232,24.83429279,25.4434254,25.50327942,25.07362774,24.58015942,26.09231613,25.69975702,25.38898999,24.85469307,26.25634109,24.48789593,25.58901343,25.81005905,25.44115404,24.90268243,25.03805116,25.24435901,26.24461601,25.33843551,25.38363908,25.11259,25.07733052,25.63584792,25.02325811,25.55649018,25.5638375,25.62176296,25.55878807,25.63294311,25.3077582,24.84741016,25.93737772,24.8795845,26.11063877,25.40693907
INA,3496.725712,3511.055985,3491.980273,3492.186551,3506.243209,3477.229902,3512.531846,3491.790895,3510.934555,3510.652284,3511.471592,3510.320752,3520.408989,3500.911399,3488.204037,3523.119015,3491.397078,3493.641368,3493.814603,3508.123714,3484.568465,3516.719311,3495.840504,3493.895325,3507.652518,3488.198079,3522.392477,3484.886049,3501.417454,3493.610944,3501.732547,3501.781585,3516.93216,3488.229656,3500.20449,3519.191879,3488.69813,3509.300329,3511.598455,3504.593974,3482.539697,3521.542298,3491.995061,3504.541183,3494.684885,3502.641086,3495.751162,3510.06153,3486.577656,3505.168562,3508.282183,3521.66468,3502.234334,3488.212251,3485.295637,3501.367057,3504.284104,3517.214392,3507.860047,3501.654939,3502.273337,3492.657407,3512.599585,3510.345621,3501.364833,3516.214398,3507.18949,3492.499605,3514.536972,3511.874638,3499.372071,3482.575806,3481.815938,3495.821015,3484.507596,3509.999326,3488.542453,3507.245998,3506.192162,3508.483049,3511.827503,3497.569063,3478.875442,3469.792999,3495.38344,3511.413864,3480.262773,3500.252545,3490.204734,3500.95846,3501.078952,3495.455306,3501.158701,3482.137579,3508.710644,3499.960383,3513.583716,3517.422767,3495.17436,3499.970444
INCA1,70.9349678,71.41622047,71.29701903,71.33790437,71.80013475,71.16064975,71.82459095,71.52042152,72.04483909,71.80647357,70.94253339,71.54203232,71.21350279,70.77042344,71.41055818,70.89374862,71.1487426,71.38431238,71.11600893,71.62304704,71.77770241,71.87131215,71.35171321,71.14132815,72.23198313,71.78997556,71.73137231,72.15134807,72.51515353,71.21541955,71.84959709,71.50877358,71.18514016,71.86890119,71.1869548,72.00512636,70.82978522,71.39168575,70.99755858,71.98943518,72.21997575,71.6745782,72.41630329,71.08558584,71.1795456,70.99199015,70.71712929,70.71121777,71.24943759,72.00645979,71.37597356,71.27607559,72.07246236,70.84967375,72.17935344,70.98315241,71.26814615,72.27329605,71.91578738,71.89999886,71.24035433,71.16814833,71.80671105,72.10298053,72.31483693,71.6725853,71.28563915,71.21831016,71.38148925,72.88563225,71.97513525,71.16946864,71.60194816,72.43108832,71.00396514,71.85218397,71.36301623,71.37044363,71.55801765,71.60086491,71.48187781,71.71643906,71.45718543,71.31192149,71.55284881,71.50819174,70.92737716,71.60117933,70.82851337,71.94926544,71.96889484,71.69235287,71.01183527,70.73506278,71.17088387,72.63540695,71.13477468,70.78401503,70.64386392,71.53091361
INCENP,31.54097983,31.10744021,31.41745563,31.34629913,31.29824186,31.20607765,31.0260685,30.90820955,31.73710933,31.48081813,31.73615425,31.29129814,31.38146381,31.28002984,31.12696788,31.45128551,31.54195139,31.71018012,30.90911382,31.0711566,31.64227808,31.03723531,31.12437405,31.72077252,31.1069284,31.83055582,31.56720488,31.04000845,31.83390664,30.73729828,30.8521646,30.87133308,31.17813198,30.8458566,31.01907895,31.15039387,31.28338908,31.45122145,30.54733722,31.50730369,31.32724978,31.06404509,31.16926258,31.04394908,31.50077347,31.65509415,31.32735196,31.38061861,30.92420227,31.20218623,31.22465133,31.57050506,31.55683005,31.46473485,31.53297029,30.91979035,31.04817874,31.55825251,31.04991144,30.75481726,31.27308372,31.27919526,31.20436897,31.37618226,31.62595032,31.43705285,31.65944407,31.05027466,31.34751845,32.29540265,31.21005637,31.31425034,31.45864619,31.62735495,30.85449171,31.31347703,30.82798939,31.21143756,31.11892425,31.19500765,31.08632601,31.05236566,31.59913175,31.21178074,31.38012061,31.09692437,31.33760698,31.50679415,31.23682973,30.45610752,31.71585765,31.56330981,31.17973883,31.09336455,31.31655833,31.09383006,31.23582312,31.74946317,30.96916212,30.86771424
INF2,137.4397544,137.2645917,137.8598844,137.7808627,137.1370591,137.0563446,137.4723481,137.2657508,138.2678733,137.9555733,137.5196276,138.3593198,137.0762857,138.0313171,137.6857349,137.8795661,137.3442422,137.5767405,137.626152,137.8933322,137.6208414,138.0017248,137.541974,138.3423212,138.0636982,138.0724838,137.4494521,137.1982708,137.6548034,137.4154794,137.634474,137.9630283,137.4189651,137.7257244,137.9894838,136.746922,137.8651027,137.7918634,136.8867737,136.8860669,137.6376701,137.9388502,137.6886098,137.0389322,137.4133853,138.3550059,137.7116837,137.8379673,137.8325881,137.0544908,138.1704444,137.5435661,138.0887159,137.2819082,136.7825861,137.1598668,138.032214,138.1228946,138.1620033,137.8473938,137.1420787,137.4453046,137.2421587,137.7835572,137.8627267,137.8094492,138.2399515,137.9333508,137.5475425,137.6665296,138.1354835,137.70463,137.3590017,137.1947348,137.861437,137.1923297,138.193136,137.4095362,137.7187178,137.1596713,137.8755223,136.4565587,138.3662775,137.4348963,137.1053376,137.824065,136.9985738,136.9131956,137.7146899,136.9696409,137.7822121,136.9611177,137.8642108,137.5961542,138.1734128,138.1591889,138.1453471,137.886119,138.2083564,137.576976
ING1,198.5313895,198.2919286,198.7605601,198.3507358,197.5717081,198.5847374,198.2466106,198.6033158,197.5358234,197.872304,198.6408116,198.5062036,198.9313572,199.0791845,199.0268671,199.0090849,198.6833848,198.79892,199.5959654,198.1976868,198.2537488,198.3621104,199.2370953,198.7203771,197.6535338,198.1430272,197.9352511,198.4837188,197.0501199,199.057114,198.3196439,199.1998027,198.5137973,198.0141542,199.5134739,198.3057164,199.0522361,198.7377773,199.2486316,197.7022425,198.5958034,198.2998279,197.8735808,199.1225279,199.0012561,198.7541067,199.3865645,198.7073563,199.2960815,198.0426003,198.2642483,198.4873394,197.9962736,199.2680743,197.790774,198.9126045,199.0859707,197.5805332,198.0852974,198.4946191,198.4499817,198.8474484,198.11967,197.9502402,197.7316127,198.3632554,198.4838164,199.0471304,198.3738021,196.5697784,197.7221968,198.8191876,198.5625456,197.3003522,198.7929424,198.4976526,199.007107,198.2953168,198.3499489,198.6717802,198.8934078,198.0085966,198.2921821,199.3041764,198.4003245,198.466931,199.6519529,197.9173456,199.8577894,198.2298748,197.4832936,197.7857353,198.8817091,199.5588027,198.7144395,197.7134303,198.4388022,199.1227842,199.3233497,199.0293272
ING2,469.0978082,468.1042419,466.5448081,469.6790289,467.3939367,469.7680191,467.2921192,468.054087,464.9224804,464.6820206,467.0160816,467.7352238,466.0539687,468.5754272,467.815181,466.2935235,469.043081,465.0568404,467.2735494,466.1121661,467.7561268,465.7279515,467.022373,467.4455241,464.9275302,465.0828451,464.7785195,465.2140827,463.7962007,469.7534563,468.0865871,465.3767965,468.1629342,467.6459744,465.5932633,464.8367569,468.2969076,465.1718558,467.9400474,468.5126501,463.8319563,465.6798922,464.1427028,468.6165639,468.1988299,466.6280586,467.1035466,468.0485971,467.5837522,465.6088575,466.5150098,464.0963615,465.1271694,467.7418102,464.5939496,468.7182433,466.5720993,464.3291289,466.5149059,465.3201688,466.4435737,466.4795832,467.2861992,464.6957741,463.8887112,463.2362608,466.8620239,466.1135123,464.3120569,462.6609725,468.1713241,467.0552773,466.6352454,464.2575765,470.9074149,465.4003284,468.0992835,469.5423703,465.1350248,465.8833012,468.3108358,466.0546702,468.8191786,467.7116469,467.6729716,466.6730304,468.3366446,468.2792185,466.8015237,467.98528,465.5732504,466.6193946,467.5403798,468.5570258,467.3676224,463.5985479,467.436104,466.3951873,470.7820489,468.0500441
